item,unit,grams_per_unit,portion_label,display_contains,display_excludes,evidence,reason
parsnips,piece,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsnips_piece_20260415),One parsnip ~100g.
parsnips,count,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsnips_count_20260415),One parsnip ~100g.
parsnips,medium,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsnips_medium_20260415),One medium parsnip ~100g.
parsnip,piece,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsnip_piece_20260415),One parsnip ~100g.
spring onion,piece,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_spring_onion_piece_20260415),One spring onion ~15g.
spring onion,count,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_spring_onion_count_20260415),One spring onion ~15g.
whole star anise,piece,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_star_anise_piece_20260415),One whole star anise ~0.5g.
whole star anise,count,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_star_anise_count_20260415),One whole star anise ~0.5g.
fresh basil,leaf,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_basil_leaf_20260415),One basil leaf ~0.5g.
frozen chopped spinach,package,283,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_frozen_chopped_spinach_package_20260415),Standard 10oz package frozen chopped spinach ~283g.
frozen chopped spinach,box,283,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_frozen_chopped_spinach_box_20260415),Standard 10oz box frozen chopped spinach ~283g.
frozen spinach,package,283,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_frozen_spinach_package_20260415),Standard 10oz package frozen spinach ~283g.
lime wedge,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lime_wedge_piece_20260415),One lime wedge ~5g.
lime wedge,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lime_wedge_count_20260415),One lime wedge ~5g.
lime wedges,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lime_wedges_piece_20260415),One lime wedge ~5g.
lime wedges,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lime_wedges_count_20260415),One lime wedge ~5g.
lemon wedge,piece,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lemon_wedge_piece_20260415),One lemon wedge ~8g.
lemon wedges,piece,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lemon_wedges_piece_20260415),One lemon wedge ~8g.
monterey jack cheese,slice,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_monterey_jack_slice_20260415),One slice Monterey Jack ~28g.
scallion,bunch,75,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_scallion_bunch_20260415),One bunch scallions ~75g.
whole wheat pita bread,piece,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_wheat_pita_piece_20260415),One whole wheat pita ~60g.
whole wheat pita bread,count,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_wheat_pita_count_20260415),One whole wheat pita ~60g.
(14 oz) beef broth,can,397,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_14oz_beef_broth_can_20260415),14oz can beef broth ~397g.
bay leaf,small,0.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_bay_leaf_small_20260415),One small bay leaf ~0.2g.
deli turkey,slice,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_deli_turkey_slice_20260415),One slice deli turkey ~28g.
deli turkey,piece,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_deli_turkey_piece_20260415),One slice deli turkey ~28g.
gingersnap cookies,piece,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_gingersnap_cookies_piece_20260415),One gingersnap cookie ~7g.
gingersnap cookies,count,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_gingersnap_cookies_count_20260415),One gingersnap cookie ~7g.
graham cracker crust,piece,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_graham_cracker_crust_piece_20260415),One 9-inch graham cracker crust ~200g.
graham cracker crust,count,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_graham_cracker_crust_count_20260415),One graham cracker crust ~200g.
hard-boiled eggs,large,57,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_hard_boiled_eggs_large_20260415),One large hard-boiled egg ~57g.
lamb shanks,piece,500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lamb_shanks_piece_20260415),One lamb shank ~500g.
lamb shanks,count,500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lamb_shanks_count_20260415),One lamb shank ~500g.
leeks,medium,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_leeks_medium_20260415),One medium leek ~90g.
leeks,large,140,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_leeks_large_20260415),One large leek ~140g.
leeks,piece,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_leeks_piece_20260415),One leek ~90g.
dried shiitake mushrooms,piece,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_shiitake_mushrooms_piece_20260415),One dried shiitake ~3g.
dried shiitake mushrooms,count,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_shiitake_mushrooms_count_20260415),One dried shiitake ~3g.
fresh thyme,bunch,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_thyme_bunch_20260415),One bunch fresh thyme ~30g.
chicken drumsticks,piece,80,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chicken_drumsticks_piece_20260415),One chicken drumstick ~80g.
chicken drumsticks,count,80,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chicken_drumsticks_count_20260415),One chicken drumstick ~80g.
chicken stock cube,piece,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chicken_stock_cube_piece_20260415),One chicken stock cube ~4g.
chicken stock cube,count,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chicken_stock_cube_count_20260415),One chicken stock cube ~4g.
chicken stock cube,cube,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chicken_stock_cube_cube_20260415),One chicken stock cube ~4g.
ladyfingers,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ladyfingers_piece_20260415),One ladyfinger cookie ~5g.
ladyfingers,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ladyfingers_count_20260415),One ladyfinger ~5g.
(15.5 oz) black beans,can,439,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_155oz_black_beans_can_20260415),15.5oz can black beans ~439g.
dried pineapple,cup,160,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_fndds_dried_pineapple_cup_20260415),FNDDS portion 62120100 dried pineapple cup is 160g.
dried pineapple,tbsp,10,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_fndds_dried_pineapple_tbsp_20260415),FNDDS portion 62120100 dried pineapple tablespoon is 10g.
dried pineapple,tsp,3.33,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_fndds_dried_pineapple_tsp_20260415),FNDDS portion 62120100 dried pineapple teaspoon is 3.33g.
crushed pineapple,can,567,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_crushed_pineapple_can_20260415),Standard 20oz can crushed pineapple ~567g.
pita breads,piece,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pita_breads_piece_20260415),One pita bread ~60g.
pita breads,count,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pita_breads_count_20260415),One pita bread ~60g.
(10.75 oz) condensed cream of mushroom soup,can,305,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_1075oz_condensed_cream_mushroom_can_20260415),10.75oz can condensed cream of mushroom soup ~305g.
diced green chilies,can,113,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_diced_green_chilies_can_20260415),Standard 4oz can diced green chilies ~113g.
fresh tomatoes,piece,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_tomatoes_piece_20260415),One fresh tomato ~120g.
fresh tomatoes,count,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_tomatoes_count_20260415),One fresh tomato ~120g.
honeydew melon,piece,3000,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_honeydew_melon_piece_20260415),One honeydew melon ~3000g.
honeydew melon,count,3000,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_honeydew_melon_count_20260415),One honeydew melon ~3000g.
very ripe bananas,piece,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_very_ripe_bananas_piece_20260415),One very ripe banana ~120g.
very ripe bananas,count,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_very_ripe_bananas_count_20260415),One very ripe banana ~120g.
whole wheat pita breads,piece,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_wheat_pita_breads_piece_20260415),One whole wheat pita ~60g.
whole wheat pita breads,count,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_wheat_pita_breads_count_20260415),One whole wheat pita ~60g.
(14 oz each) chicken broth,can,397,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_14oz_each_chicken_broth_can_20260415),14oz can chicken broth ~397g.
(8 ounces) tomato sauce,can,227,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_8oz_tomato_sauce_can_20260415),8oz can tomato sauce ~227g.
firm white bread,slice,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_firm_white_bread_slice_20260415),One slice firm white bread ~28g.
fresh corn,ear,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_corn_ear_20260415),One ear fresh corn ~150g.
fresh corn,count,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_corn_count_20260415),One ear fresh corn ~150g.
jumbo pasta shells,piece,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jumbo_pasta_shells_piece_20260415),One jumbo pasta shell ~7g.
jumbo pasta shells,count,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jumbo_pasta_shells_count_20260415),One jumbo pasta shell ~7g.
whole egg,piece,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_egg_piece_20260415),One whole egg ~50g.
whole egg,count,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_egg_count_20260415),One whole egg ~50g.
whole egg,large,57,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_egg_large_20260415),One large whole egg ~57g.
celery ribs,medium,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_celery_ribs_medium_20260415),One medium celery rib ~40g.
fresh cilantro,sprig,1,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_cilantro_sprig_20260415),One cilantro sprig ~1g.
ritz crackers,piece,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ritz_crackers_piece_20260415),One Ritz cracker ~3g.
ritz crackers,count,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ritz_crackers_count_20260415),One Ritz cracker ~3g.
(16 oz) crushed tomatoes,can,454,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_16oz_crushed_tomatoes_can_20260415),16oz can crushed tomatoes ~454g.
belgian endive,head,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_belgian_endive_head_20260415),One Belgian endive ~90g.
belgian endive,count,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_belgian_endive_count_20260415),One Belgian endive ~90g.
ciabatta rolls,piece,80,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ciabatta_rolls_piece_20260415),One ciabatta roll ~80g.
ciabatta rolls,count,80,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ciabatta_rolls_count_20260415),One ciabatta roll ~80g.
cucumbers,medium,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cucumbers_medium_20260415),Medium cucumber ~200g.
cucumbers,large,300,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cucumbers_large_20260415),Large cucumber ~300g.
green bell peppers,large,160,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_bell_peppers_large_20260415),Large green bell pepper ~160g.
celery,stick,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_celery_stick_20260415),One celery stick ~40g.
littleneck clams,piece,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_littleneck_clams_piece_20260415),One littleneck clam ~15g.
littleneck clams,count,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_littleneck_clams_count_20260415),One littleneck clam ~15g.
vidalia onion,large,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vidalia_onion_large_20260415),Large Vidalia onion ~250g.
vidalia onion,medium,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vidalia_onion_medium_20260415),Medium Vidalia onion ~200g.
vidalia onion,count,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vidalia_onion_count_20260415),Vidalia onion ~200g.
vidalia onion,piece,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vidalia_onion_piece_20260415),Vidalia onion ~200g.
whole berry cranberry sauce,can,454,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_berry_cranberry_sauce_can_20260415),Standard 16oz can whole berry cranberry sauce ~454g.
jellied cranberry sauce,can,454,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jellied_cranberry_sauce_can_20260415),Standard 16oz can jellied cranberry sauce ~454g.
yellow bell pepper,medium,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_yellow_bell_pepper_medium_20260415),Medium yellow bell pepper ~120g.
(2.25 oz) sliced ripe olives,can,64,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_225oz_sliced_olives_can_20260415),2.25oz can sliced olives ~64g.
graham cracker pie crust,piece,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_graham_cracker_pie_crust_piece_20260415),One 9-inch graham cracker pie crust ~200g.
graham cracker pie crust,count,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_graham_cracker_pie_crust_count_20260415),One graham cracker pie crust ~200g.
inch fresh gingerroot,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_inch_fresh_gingerroot_piece_20260415),One inch fresh gingerroot ~5g.
inch fresh gingerroot,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_inch_fresh_gingerroot_count_20260415),One inch fresh gingerroot ~5g.
peppercorns,piece,0.05,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_peppercorns_piece_20260415),One peppercorn ~0.05g.
peppercorns,count,0.05,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_peppercorns_count_20260415),One peppercorn ~0.05g.
(300 ml) sweetened condensed milk,can,397,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_300ml_sweetened_condensed_milk_can_20260415),300ml can sweetened condensed milk ~397g.
bay leaf,large,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_bay_leaf_large_20260415),Large bay leaf ~0.4g.
beer,bottle,355,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_beer_bottle_20260415),Standard 12oz bottle beer ~355g.
beer,can,355,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_beer_can_20260415),Standard 12oz can beer ~355g.
dried bay leaves,piece,0.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_bay_leaves_piece_20260415),One dried bay leaf ~0.2g.
dried bay leaves,count,0.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_bay_leaves_count_20260415),One dried bay leaf ~0.2g.
grape tomatoes,count,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_grape_tomatoes_count_20260415),One grape tomato ~8g.
lettuce leaves,large,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lettuce_leaves_large_20260415),Large lettuce leaf ~15g.
serrano pepper,piece,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_serrano_pepper_piece_20260415),One serrano pepper ~7g.
serrano pepper,count,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_serrano_pepper_count_20260415),One serrano pepper ~7g.
vanilla pod,piece,2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vanilla_pod_piece_20260415),One vanilla pod ~2g.
vanilla pod,count,2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vanilla_pod_count_20260415),One vanilla pod ~2g.
anaheim chili,piece,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_anaheim_chili_piece_20260415),One Anaheim chili ~90g.
anaheim chili,count,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_anaheim_chili_count_20260415),One Anaheim chili ~90g.
smoked bacon,slice,10,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_smoked_bacon_slice_20260415),One slice smoked bacon ~10g.
(15 oz each) tomato sauce,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_15oz_each_tomato_sauce_can_20260415),15oz can tomato sauce ~425g.
dried apricots,piece,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_apricots_piece_20260415),One dried apricot ~8g.
dried apricots,count,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_apricots_count_20260415),One dried apricot ~8g.
miniature peanut butter cups,piece,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_miniature_pb_cups_piece_20260415),One mini peanut butter cup ~7g.
miniature peanut butter cups,count,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_miniature_pb_cups_count_20260415),One mini peanut butter cup ~7g.
sheets phyllo pastry,piece,13,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_phyllo_pastry_piece_20260415),One sheet phyllo pastry ~13g.
sheets phyllo pastry,count,13,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_phyllo_pastry_count_20260415),One sheet phyllo pastry ~13g.
yellow bell peppers,count,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_yellow_bell_peppers_count_20260415),One yellow bell pepper ~120g.
monterey jack pepper cheese,slice,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_monterey_jack_pepper_slice_20260415),One slice Monterey Jack Pepper ~28g.
portabella mushrooms,large,84,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_portabella_mushrooms_large_20260415),One large portabella ~84g.
portabella mushrooms,medium,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_portabella_mushrooms_medium_20260415),One medium portabella ~60g.
portabella mushrooms,count,84,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_portabella_mushrooms_count_20260415),One portabella ~84g.
portabella mushrooms,piece,84,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_portabella_mushrooms_piece_20260415),One portabella ~84g.
sugar cookie dough,package,454,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sugar_cookie_dough_package_20260415),Standard 16oz package sugar cookie dough ~454g.
sugar cookie dough,box,454,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sugar_cookie_dough_box_20260415),Standard 16oz box sugar cookie dough ~454g.
whole wheat tortilla,piece,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_wheat_tortilla_piece_20260415),One whole wheat tortilla ~40g.
whole wheat tortilla,count,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_whole_wheat_tortilla_count_20260415),One whole wheat tortilla ~40g.
(10 oz) cream of chicken soup,can,283,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_10oz_cream_chicken_can_20260415),10oz can cream of chicken soup ~283g.
(10 oz) frozen chopped spinach,package,283,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_10oz_frozen_chopped_spinach_package_20260415),10oz package frozen chopped spinach ~283g.
(11 oz) mandarin orange segments,can,312,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_11oz_mandarin_orange_segments_can_20260415),11oz can mandarin orange segments ~312g.
(8 ounces each) cream cheese,package,227,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_8oz_each_cream_cheese_package_20260415),8oz package cream cheese ~227g.
cantaloupe,piece,1500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cantaloupe_piece_20260415),One cantaloupe ~1500g.
cantaloupe,count,1500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cantaloupe_count_20260415),One cantaloupe ~1500g.
fresh bay leaves,piece,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_bay_leaves_piece_20260415),One fresh bay leaf ~0.3g.
fresh bay leaves,count,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_bay_leaves_count_20260415),One fresh bay leaf ~0.3g.
fresh red chilies,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_red_chilies_piece_20260415),One fresh red chili ~5g.
fresh red chilies,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_red_chilies_count_20260415),One fresh red chili ~5g.
vanilla instant pudding mix,package,99,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vanilla_pudding_mix_package_20260415),Standard 3.4oz package vanilla pudding mix ~99g.
chocolate instant pudding mix,package,99,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chocolate_pudding_mix_package_20260415),Standard 3.4oz package chocolate pudding mix ~99g.
pudding mix,package,99,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pudding_mix_package_20260415),Standard 3.4oz package pudding mix ~99g.
pudding mix,box,99,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pudding_mix_box_20260415),Standard 3.4oz box pudding mix ~99g.
jello,package,85,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jello_mix_package_20260415),Standard 3oz package Jello mix ~85g.
jello,box,85,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jello_mix_box_20260415),Standard 3oz box Jello mix ~85g.
red bell peppers,medium,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_red_bell_peppers_medium_dup_20260415),Medium red bell pepper ~120g.
sage leaves,piece,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sage_leaves_piece_20260415),One sage leaf ~0.3g.
sage leaves,count,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sage_leaves_count_20260415),One sage leaf ~0.3g.
shiitake mushrooms,piece,18,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_shiitake_mushrooms_piece_20260415),One shiitake mushroom ~18g.
shiitake mushrooms,count,18,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_shiitake_mushrooms_count_20260415),One shiitake mushroom ~18g.
turnip,piece,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_turnip_piece_20260415),One turnip ~120g.
turnip,count,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_turnip_count_20260415),One turnip ~120g.
turnip,medium,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_turnip_medium_20260415),One medium turnip ~120g.
white onions,piece,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_white_onions_piece_20260415),One white onion ~150g.
white onions,small,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_white_onions_small_20260415),Small white onion ~100g.
white onions,medium,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_white_onions_medium_20260415),Medium white onion ~150g.
white onions,count,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_white_onions_count_20260415),One white onion ~150g.
(14 oz) coconut milk,can,400,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_14oz_coconut_milk_can_20260415),14oz can coconut milk ~400g.
(13.5 oz) coconut milk,can,400,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_135oz_coconut_milk_can_20260415),13.5oz can coconut milk ~400g.
(14.5 oz) beef broth,can,411,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_145oz_beef_broth_can_20260415),14.5oz can beef broth ~411g.
(15 oz) lima beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_15oz_lima_beans_can_20260415),15oz can lima beans ~425g.
fresh lemongrass,stalk,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_lemongrass_stalk_20260415),One stalk fresh lemongrass ~15g.
green onions,medium,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_onions_medium_20260415),One medium green onion ~15g.
green tea bags,piece,2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_tea_bags_piece_20260415),One tea bag ~2g.
green tea bags,count,2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_tea_bags_count_20260415),One tea bag ~2g.
italian bread,slice,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_italian_bread_slice_20260415),One slice Italian bread ~30g.
parsnip,count,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsnip_count_20260415),One parsnip ~100g.
sheets phyllo dough,piece,13,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_phyllo_dough_piece_20260415),One sheet phyllo dough ~13g.
sheets phyllo dough,count,13,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_phyllo_dough_count_20260415),One sheet phyllo dough ~13g.
