fdc_id,gtin_upc,title,branded_food_category,source,_corpus
FNDDS-75224041,,"Peas, green, cooked, NS as to form, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224042,,"Peas, green, cooked, NS as to form, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224043,,"Peas, green, cooked, from fresh, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224044,,"Peas, green, cooked, from fresh, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224045,,"Peas, green, cooked, from fresh, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224046,,"Peas, green, cooked, from frozen, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224047,,"Peas, green, cooked, from frozen, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224048,,"Peas, green, cooked, from frozen, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224049,,"Peas, green, cooked, from canned, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224050,,"Peas, green, cooked, from canned, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224051,,"Peas, green, cooked, from canned, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224110,,"Peas, green, canned, low sodium, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224120,,"Peas, green, canned, low sodium, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224130,,"Peas, green, canned, low sodium, fat added in cooking, NS as to type of fat",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224131,,"Peas, green, canned, low sodium, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224132,,"Peas, green, canned, low sodium, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75224133,,"Peas, green, canned, low sodium, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225010,,"Pigeon peas, cooked, NS as to form, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225011,,"Pigeon peas, cooked, from fresh, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225013,,"Pigeon peas, cooked, from canned, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225014,,"Pigeon peas, cooked, NS as to form, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225015,,"Pigeon peas, cooked, NS as to form, fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225016,,"Pigeon peas, cooked, from fresh, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225017,,"Pigeon peas, cooked, from fresh, fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225018,,"Pigeon peas, cooked, from canned, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75225019,,"Pigeon peas, cooked, from canned, fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75226000,,"Peppers, green, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75226010,,"Peppers, green, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75226020,,"Peppers, green, cooked, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75226021,,"Peppers, green, cooked, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75226022,,"Peppers, green, cooked, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75226023,,"Peppers, green, cooked, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75226040,,"Peppers, red, cooked, NS as to fat added in cooking",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75226050,,"Peppers, red, cooked, fat not added in cooking",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75226060,,"Peppers, red, cooked, fat added in cooking, NS as to type of fat",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75226061,,"Peppers, red, cooked, made with oil",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75226062,,"Peppers, red, cooked, made with butter",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75226063,,"Peppers, red, cooked, made with margarine",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75226090,,"Peppers, hot, cooked, NS as to form, NS as to fat added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226091,,"Peppers, hot, cooked, from fresh, NS as to fat added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226092,,"Peppers, hot, cooked, from frozen, NS as to fat added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226093,,"Peppers, hot, cooked, from canned, NS as to fat added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226100,,"Peppers, hot, cooked, NS as to form, fat not added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226101,,"Peppers, hot, cooked, from fresh, fat not added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226102,,"Peppers, hot, cooked, from frozen, fat not added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226103,,"Peppers, hot, cooked, from canned, fat not added in cooking",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226110,,"Peppers, hot, cooked, NS as to form, fat added in cooking, NS as to type of fat",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226111,,"Peppers, hot, cooked, from fresh, fat added in cooking, NS as to type of fat",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226112,,"Peppers, hot, cooked, from frozen, fat added in cooking, NS as to type of fat",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226113,,"Peppers, hot, cooked, from canned, fat added in cooking, NS as to type of fat",Mustard and other condiments,fndds,nutrition_db
FNDDS-75226700,,Pimiento,Mustard and other condiments,fndds,nutrition_db
FNDDS-75227099,,"Radish, daikon, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75227100,,"Radish, daikon, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75227110,,"Radish, daikon, cooked, fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75228000,,"Rutabaga, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75228010,,"Rutabaga, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75228020,,"Rutabaga, cooked, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75228021,,"Rutabaga, cooked, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75228022,,"Rutabaga, cooked, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75228023,,"Rutabaga, cooked, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75229009,,"Salsify, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75229010,,"Salsify, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75229011,,"Salsify, cooked, fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75230000,,"Sauerkraut, cooked, NS as to fat added in cooking","Olives, pickles, pickled vegetables",fndds,nutrition_db
FNDDS-75230010,,"Sauerkraut, cooked, fat not added in cooking","Olives, pickles, pickled vegetables",fndds,nutrition_db
FNDDS-75230020,,"Sauerkraut, cooked, fat added in cooking","Olives, pickles, pickled vegetables",fndds,nutrition_db
FNDDS-75231000,,"Snowpea, cooked, NS as to form, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231001,,"Snowpea, cooked, from fresh, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231002,,"Snowpea, cooked, from frozen, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231010,,"Snowpea, cooked, NS as to form, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231011,,"Snowpea, cooked, from fresh, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231012,,"Snowpea, cooked, from frozen, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231020,,"Snowpea, cooked, NS as to form, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231021,,"Snowpea, cooked, from fresh, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231022,,"Snowpea, cooked, from frozen, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231023,,"Snowpea, cooked, NS as to form, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231024,,"Snowpea, cooked, NS as to form, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231025,,"Snowpea, cooked, NS as to form, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231026,,"Snowpea, cooked, from fresh, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231027,,"Snowpea, cooked, from fresh, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231028,,"Snowpea, cooked, from fresh, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231029,,"Snowpea, cooked, from frozen, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231030,,"Snowpea, cooked, from frozen, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75231031,,"Snowpea, cooked, from frozen, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75232000,,"Seaweed, dried",Not included in a food category,fndds,nutrition_db
FNDDS-75232050,,"Seaweed, prepared with soy sauce",Stir-fry and soy-based sauce mixtures,fndds,nutrition_db
FNDDS-75232100,,"Seaweed, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75232110,,"Seaweed, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75232120,,"Seaweed, cooked, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75232121,,"Seaweed, cooked, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75232122,,"Seaweed, cooked, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75232123,,"Seaweed, cooked, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233000,,"Squash, summer, yellow or green, cooked, NS as to form, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233001,,"Squash, summer, yellow or green, cooked, from fresh, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233002,,"Squash, summer, yellow or green, cooked, from frozen, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233003,,"Squash, summer, yellow or green, cooked, from canned, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233010,,"Squash, summer, yellow or green, cooked, NS as to form, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233011,,"Squash, summer, yellow or green, cooked, from fresh, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233012,,"Squash, summer, yellow or green, cooked, from frozen, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233013,,"Squash, summer, yellow or green, cooked, from canned, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233020,,"Squash, summer, yellow or green, cooked, NS as to form, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233021,,"Squash, summer, yellow or green, cooked, from fresh, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233022,,"Squash, summer, yellow or green, cooked, from frozen, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233023,,"Squash, summer, yellow or green, cooked, from canned, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233024,,"Squash, summer, yellow or green, cooked, NS as to form, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233025,,"Squash, summer, yellow or green, cooked, NS as to form, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233026,,"Squash, summer, yellow or green, cooked, NS as to form, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233027,,"Squash, summer, yellow or green, cooked, from fresh, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233028,,"Squash, summer, yellow or green, cooked, from fresh, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233029,,"Squash, summer, yellow or green, cooked, from fresh, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233030,,"Squash, summer, yellow or green, cooked, from frozen, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233031,,"Squash, summer, yellow or green, cooked, from frozen, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233032,,"Squash, summer, yellow or green, cooked, from frozen, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233033,,"Squash, summer, yellow or green, cooked, from canned, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233034,,"Squash, summer, yellow or green, cooked, from canned, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233035,,"Squash, summer, yellow or green, cooked, from canned, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75233200,,"Squash, spaghetti, cooked, NS as to fat added in cooking",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75233210,,"Squash, spaghetti, cooked, fat added in cooking, NS as to type of fat",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75233220,,"Squash, spaghetti, cooked, fat not added in cooking",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75233221,,"Squash, spaghetti, cooked, made with oil",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75233222,,"Squash, spaghetti, cooked, made with butter",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75233223,,"Squash, spaghetti, cooked, made with margarine",Other red and orange vegetables,fndds,nutrition_db
FNDDS-75234000,,"Turnip, cooked, NS as to form, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234001,,"Turnip, cooked, from fresh, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234002,,"Turnip, cooked, from frozen, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234003,,"Turnip, cooked, from canned, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234010,,"Turnip, cooked, NS as to form, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234011,,"Turnip, cooked, from fresh, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234012,,"Turnip, cooked, from frozen, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234013,,"Turnip, cooked, from canned, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234020,,"Turnip, cooked, NS as to form, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234021,,"Turnip, cooked, from fresh, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234022,,"Turnip, cooked, from frozen, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234023,,"Turnip, cooked, from canned, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234024,,"Turnip, cooked, from canned, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234025,,"Turnip, cooked, from canned, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234026,,"Turnip, cooked, from canned, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234027,,"Turnip, cooked, from fresh, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234028,,"Turnip, cooked, from fresh, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234029,,"Turnip, cooked, from fresh, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234030,,"Turnip, cooked, from frozen, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234031,,"Turnip, cooked, from frozen, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234032,,"Turnip, cooked, from frozen, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234033,,"Turnip, cooked, NS as to form, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234034,,"Turnip, cooked, NS as to form, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75234035,,"Turnip, cooked, NS as to form, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75235000,,Water chestnut,Other starchy vegetables,fndds,nutrition_db
FNDDS-75235750,,"Winter melon, cooked",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75236000,,Yeast,Not included in a food category,fndds,nutrition_db
FNDDS-75236500,,Yeast extract spread,Mustard and other condiments,fndds,nutrition_db
FNDDS-75301100,,"Beans, lima and corn, cooked, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75301110,,"Beans, lima and corn, cooked, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75301120,,"Beans, lima and corn, cooked, fat added in cooking, NS as to type of fat",Other starchy vegetables,fndds,nutrition_db
FNDDS-75301121,,"Beans, lima and corn, cooked, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75301122,,"Beans, lima and corn, cooked, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75301123,,"Beans, lima and corn, cooked, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75302009,,"Beans, string, green, with tomatoes, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302010,,"Beans, string, green, with tomatoes, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302011,,"Beans, string, green, with tomatoes, cooked, fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302029,,"Beans, string, green, with chickpeas, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302030,,"Beans, string, green, with chickpeas, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302031,,"Beans, string, green, with chickpeas, cooked, fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302039,,"Beans, string, green, with almonds, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302040,,"Beans, string, green, with almonds, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302045,,"Beans, string, green, with almonds, cooked, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302046,,"Beans, string, green, with almonds, cooked, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302047,,"Beans, string, green, with almonds, cooked, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302048,,"Beans, string, green, with almonds, cooked, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302059,,"Beans, string, green, with pinto beans, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302060,,"Beans, string, green, with pinto beans, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302061,,"Beans, string, green, with pinto beans, cooked, fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302069,,"Beans, string, green, with spaetzel, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302070,,"Beans, string, green, with spaetzel, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302071,,"Beans, string, green, with spaetzel, cooked, fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302080,,"Bean salad, yellow and/or green string beans",Vegetable mixed dishes,fndds,nutrition_db
FNDDS-75302200,,"Beans, string, green, with onions, NS as to fat added in cooking",String beans,fndds,nutrition_db
FNDDS-75302205,,"Beans, string, green, with onions, cooked, fat not added in cooking",String beans,fndds,nutrition_db
FNDDS-75302210,,"Beans, string, green, with onions, cooked, fat added in cooking, NS as to type of fat",String beans,fndds,nutrition_db
FNDDS-75302211,,"Beans, string, green, with onions, cooked, made with oil",String beans,fndds,nutrition_db
FNDDS-75302212,,"Beans, string, green, with onions, cooked, made with butter",String beans,fndds,nutrition_db
FNDDS-75302213,,"Beans, string, green, with onions, cooked, made with margarine",String beans,fndds,nutrition_db
FNDDS-75302500,,"Beans, string, green, and potatoes, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302505,,"Beans, string, green, and potatoes, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302510,,"Beans, string, green, and potatoes, cooked, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302511,,"Beans, string, green, and potatoes, cooked, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302512,,"Beans, string, green, and potatoes, cooked, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75302513,,"Beans, string, green, and potatoes, cooked, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75303000,,"Corn with peppers, red or green, cooked, NS as to fat added in cooking",Corn,fndds,nutrition_db
FNDDS-75303010,,"Corn with peppers, red or green, cooked, fat not added in cooking",Corn,fndds,nutrition_db
FNDDS-75303020,,"Corn with peppers, red or green, cooked, fat added in cooking, NS as to type of fat",Corn,fndds,nutrition_db
FNDDS-75303021,,"Corn with peppers, red or green, cooked, made with oil",Corn,fndds,nutrition_db
FNDDS-75303022,,"Corn with peppers, red or green, cooked, made with butter",Corn,fndds,nutrition_db
FNDDS-75303023,,"Corn with peppers, red or green, cooked, made with margarine",Corn,fndds,nutrition_db
FNDDS-75306010,,"Eggplant in tomato sauce, cooked, fat not added in cooking",Vegetable mixed dishes,fndds,nutrition_db
FNDDS-75306998,,"Green peppers and onions, cooked, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75306999,,"Green peppers and onions, cooked, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75307000,,"Green peppers and onions, cooked, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75307001,,"Green peppers and onions, cooked, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75307002,,"Green peppers and onions, cooked, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75307003,,"Green peppers and onions, cooked, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311000,,"Mixed vegetables, cooked, NS as to form, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311002,,"Mixed vegetables, cooked, from frozen, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311003,,"Mixed vegetables, cooked, from canned, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311010,,"Mixed vegetables, cooked, NS as to form, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311012,,"Mixed vegetables, cooked, from frozen, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311013,,"Mixed vegetables, cooked, from canned, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311020,,"Mixed vegetables, cooked, NS as to form, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311022,,"Mixed vegetables, cooked, from frozen, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311023,,"Mixed vegetables, cooked, from canned, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311024,,"Mixed vegetables, cooked, NS as to form, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311025,,"Mixed vegetables, cooked, NS as to form, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311026,,"Mixed vegetables, cooked, NS as to form, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311027,,"Mixed vegetables, cooked, from frozen, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311028,,"Mixed vegetables, cooked, from frozen, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311029,,"Mixed vegetables, cooked, from frozen, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311030,,"Mixed vegetables, cooked, from canned, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311031,,"Mixed vegetables, cooked, from canned, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311032,,"Mixed vegetables, cooked, from canned, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311100,,"Mixed vegetables, canned, low sodium, NS as to fat added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311110,,"Mixed vegetables, canned, low sodium, fat not added in cooking",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311120,,"Mixed vegetables, canned, low sodium, fat added in cooking, NS as to type of fat",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311121,,"Mixed vegetables, canned, low sodium, made with oil",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311122,,"Mixed vegetables, canned, low sodium, made with butter",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75311123,,"Mixed vegetables, canned, low sodium, made with margarine",Other vegetables and combinations,fndds,nutrition_db
FNDDS-75315000,,"Peas and corn, cooked, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315010,,"Peas and corn, cooked, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315020,,"Peas and corn, cooked, fat added in cooking, NS as to type of fat",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315021,,"Peas and corn, cooked, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315022,,"Peas and corn, cooked, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315023,,"Peas and corn, cooked, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315100,,"Peas and onions, cooked, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315110,,"Peas and onions, cooked, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315120,,"Peas and onions, cooked, fat added in cooking, NS as to type of fat",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315121,,"Peas and onions, cooked, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315122,,"Peas and onions, cooked, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315123,,"Peas and onions, cooked, made with margarine",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315200,,"Peas and mushrooms, cooked, NS as to fat added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315210,,"Peas and mushrooms, cooked, fat not added in cooking",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315215,,"Peas and mushrooms, cooked, fat added in cooking, NS as to type of fat",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315216,,"Peas and mushrooms, cooked, made with oil",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315217,,"Peas and mushrooms, cooked, made with butter",Other starchy vegetables,fndds,nutrition_db
FNDDS-75315218,,"Peas and mushrooms, cooked, made with margarine",Other starchy vegetables,fndds,nutrition_db
