gtin_upc,fdc_id,product_description,retail_type,supercategory,category_group,category,primary_food,form,cut,prep_state,storage,flavor,flavor_blend,inclusions,claims,dish_type,pack_format,components,retail_leaf,confidence,needs_review,debug_matches
21130301850,2495882,"UNSWEETENED SQUEEZE & GO! APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""],""SWEETENER"":[""unsweetened""]}"
21130301867,2495883,"STRAWBERRY SQUEEZE & GO! APPLE SAUCE, STRAWBERRY",single,Produce,Fruit,Apple,apple,sauce,,,,strawberry,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Strawberry,1.0,[],"{""CATEGORY"":[""strawberry"",""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""strawberry"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130301874,2495884,"CINNAMON SQUEEZE & GO! APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130303199,2495889,"CINNAMON SQUEEZE & GO! APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130303243,2495890,"STRAWBERRY SQUEEZE & GO! APPLE SAUCE, STRAWBERRY",single,Produce,Fruit,Apple,apple,sauce,,,,strawberry,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Strawberry,1.0,[],"{""CATEGORY"":[""strawberry"",""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""strawberry"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130320042,2100691,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
21130320172,2548020,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
21130320196,1892398,"APPLE SAUCE, CHUNKY",single,Produce,Fruit,Apple,apple,sauce,chunky,chunky,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce > Chunky,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""CUT"":[""chunky""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""chunky""],""FORM"":[""sauce""],""PREPARATION_STATE"":[""chunky""]}"
21130320219,2303927,"SWEETENED APPLE SAUCE, SWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""sweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""sweetened""]}"
21130320226,2121497,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
21130320233,2340455,"SWEETENED APPLE SAUCE, SWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""sweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""sweetened""]}"
21130320240,2419433,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
21130320257,2548021,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
21130320264,2329742,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
21130320295,2495920,"UNSWEETENED SQUEEZE & GO! APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""],""SWEETENER"":[""unsweetened""]}"
21130320318,2186147,"CINNAMON APPLE SAUCE SQUEEZE & GO!, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130320325,2188290,"STRAWBERRY FLAVORED APPLE SAUCE SQUEEZE & GO!, STRAWBERRY",single,Produce,Fruit,Apple,apple,sauce,,,,strawberry,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Strawberry,1.0,[],"{""CATEGORY"":[""strawberry"",""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""strawberry"",""flavored"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130320356,2315765,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
21130320363,1920542,"SQUEEZE & GO APPLE SAUCE, STRAWBERRY",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce"",""strawberry""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""strawberry""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""]}"
21130320509,2495921,"UNSWEETENED SQUEEZE & GO! APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and"",""go""],""SWEETENER"":[""unsweetened""]}"
21130321056,2573051,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
21130321070,2415931,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
2114021542,2074209,"APPLESAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
2114021545,2074230,REGULAR APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2114021560,2074228,REGULAR APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2114021561,2074219,NATURAL APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""natural""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""natural""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2114021563,2074229,"APPLESAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
2114021564,2074226,NATURAL APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""natural""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""natural""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2114021601,2074210,REGULAR APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
21333223409,2495999,"ORIGINAL APPLESAUCE SQUEEZES, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
21333223423,2176679,"CINNAMON APPLE APPLESAUCE SQUEEZIES, CINNAMON APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple"",""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
21333223430,2416355,"UNSWEETENED APPLE SAUCE SQUEEZES, UNSWEETENED APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
22014004607,2399802,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
22014005604,2396976,"APPLE SAUCE WITH CINNAMON, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],"[""cinnamon""]",{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""],""STOPWORD"":[""with""]}"
22014031023,2397772,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
22014031047,2396346,"NO ADDED SUGAR+ APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""sugar""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""sugar"",""apple sauce"",""apple"",""sauce""],""DIET"":[""no""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""no"",""added"",""and""],""SWEETENER"":[""sugar""]}"
22014033027,2396975,"APPLE SAUCE WITH CINNAMON, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],"[""cinnamon""]",{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""],""STOPWORD"":[""with""]}"
22014033041,2396348,"CINNAMON APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
22014035021,2573267,"PUMPKIN SPICE APPLE SAUCE, PUMPKIN SPICE",single,Produce,Fruit,Apple,apple,sauce,,,,pumpkin spice,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Pumpkin Spice,1.0,[],"{""CATEGORY"":[""pumpkin"",""spice"",""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""pumpkin"",""spice"",""apple sauce"",""apple""],""FORM"":[""spice"",""sauce""]}"
22014041022,2410962,APPLE SAUCE + PROBIOTICS,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and""]}"
22014053025,2396714,"PEAR, BLACKBERRY, BEET FRUIT + VEGGIE APPLE SAUCE, PEAR, BLACKBERRY, BEET",single,Produce,Fruit,Apple,apple,sauce,,,,blackberry,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Blackberry,1.0,[],"{""CATEGORY"":[""pear"",""blackberry"",""beet"",""veggie"",""apple sauce"",""apple""],""FLAVOR_UNIVERSAL"":[""blackberry"",""fruit"",""apple sauce"",""apple""],""FORM"":[""sauce""],""STOPWORD"":[""and""]}"
22014240425,2399795,"GRAVENSTEIN APPLE SAUCE, GRAVENSTEIN",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
22014240623,2399800,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
22014240722,2399808,"APPLE SAUCE WITH CINNAMON, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],"[""cinnamon""]",{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""],""STOPWORD"":[""with""]}"
22014330522,2029921,"NORTH COAST, APPLE SAUCE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2362714002,2409370,"UNSWEETENED APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
2362714004,1965411,"ORIGINAL APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2362714006,2138432,"ORIGINAL APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
2362714007,2409230,"UNSWEETENED APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
23923325210,1913359,"FRUIT & VEGGIE WAVE SQUEEZABLE SNACKS, APPLE, STRAWBERRY, BEET",single,Produce,Vegetable,Veggie,veggie,,,,,fruit,[],[],{},,,[],Produce > Vegetable > Veggie > Fruit,0.6,"[""missing_form""]","{""CATEGORY"":[""veggie"",""snacks"",""apple"",""strawberry"",""beet""],""FLAVOR_UNIVERSAL"":[""fruit"",""apple"",""strawberry""],""STOPWORD"":[""and""]}"
23923345560,2291405,FRUIT & SUNFLOWER WAVE APPLESAUCE & SUNFLOWER SEED BUTTER,single,Snack,Nuts & Seeds,Sunflower,sunflower,butter,,,,fruit,[],[],{},,,[],Snack > Nuts & Seeds > Sunflower > Butter > Fruit,1.0,[],"{""CATEGORY"":[""sunflower"",""apple sauce"",""apple"",""sauce"",""sunflower"",""butter""],""FLAVOR_UNIVERSAL"":[""fruit"",""sunflower"",""apple sauce"",""apple"",""sunflower""],""FORM"":[""sauce"",""seed"",""butter""],""STOPWORD"":[""and"",""and""]}"
24000525479,2081844,"FRUIT + VEGGIE SQUEEZERS, APPLE-CINNAMON",single,Produce,Vegetable,Veggie,veggie,,,,,fruit,[],[],{},,,[],Produce > Vegetable > Veggie > Fruit,0.6,"[""missing_form""]","{""CATEGORY"":[""veggie"",""apple""],""FLAVOR_UNIVERSAL"":[""fruit"",""apple"",""cinnamon""],""STOPWORD"":[""and""]}"
24182000665,2030170,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
24182000757,2162729,"APPLE CINNAMON ORGANIC SAUCE, APPLE CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple"",""cinnamon""],""FORM"":[""sauce""]}"
24425846968,2115264,APPLES,combo_pack,Snack,Combo Packs,Combo,apples,,,,,,[],[],{},,combo,"[""apples""]",Snack > Combo Packs > Combo > Apples,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apples""]}"
28500102055,2672559,"LITE APPLE FRUIT FILLING & TOPPING, LITE APPLE",single,Pantry,Pie & Pastry Fillings,Filling,filling,topping,,,,apple,[],[],"{""fat"":[""lite""]}",,,[],Pantry > Pie & Pastry Fillings > Filling > Topping > Apple,1.0,[],"{""CATEGORY"":[""apple"",""filling"",""topping""],""FAT"":[""lite""],""FLAVOR_UNIVERSAL"":[""apple"",""fruit""],""FORM"":[""filling"",""topping""],""STOPWORD"":[""and""]}"
28500110111,2210508,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500110159,484873,"LUCKY LEAF, APPLE SAUCE",single,Produce,Fruit,Apple,apple,sauce,leaf,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""CUT"":[""leaf""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500110708,2077475,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500110906,2077098,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500114157,2022811,"CINNAMON APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500114416,2077378,"CINNAMON APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500114775,2077459,"CINNAMON APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500116113,1904295,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
28500116168,2022803,"LUCKY LEAF, UNSWEETENED APPLE SAUCE",single,Produce,Fruit,Apple,apple,sauce,leaf,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""CUT"":[""leaf""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
28500116700,2077160,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
